,pr-0,pr-1,pr-2,pr-3,ar-0,ar-1,ar-2,ar-3,pid,class-0-latency,class-1-latency,class-2-latency,class-3-latency,class-0-bw,class-1-bw,class-2-bw,class-3-bw
455,99.0,84.0,69.0,70.0,36.0,4.0,17.0,16.0,29014.0,1.489335,14.952237,38.437599,45.67783,7312.545808999979,134570.7750289999,36977.37217599987,30772.533392000038
456,72.0,77.0,45.0,56.0,9.0,14.0,20.0,16.0,29729.0,1.490092,16.324451,29.885258,45.804893,7314.553306999981,124813.16091700002,46685.6527589999,30878.677339999933
457,84.0,97.0,93.0,87.0,25.0,22.0,30.0,10.0,25996.0,1.488739,15.629732,26.711369,54.392159,7311.205926999988,129524.8603730001,51299.77701100012,21690.26371700008
458,87.0,81.0,82.0,96.0,7.0,27.0,13.0,22.0,29617.0,1.492275,15.542729,42.921036,36.12487,7310.733791999979,130415.08671999985,32234.649643000066,39747.51471999997
459,80.0,84.0,77.0,55.0,17.0,3.0,50.0,3.0,26359.0,1.488781,19.131529,10.236058,56.024654,7310.423881999987,112577.50033800011,76606.09721400014,11535.32985299996
460,77.0,53.0,88.0,57.0,30.0,21.0,15.0,19.0,28406.0,1.49007,25.554432,12.12599,37.880714,7314.796500999983,89469.08948899982,73654.11279300007,37721.54808599999
461,82.0,88.0,97.0,95.0,11.0,15.0,37.0,28.0,30531.0,1.491101,24.665516,19.622776,28.718874,7316.336659999999,92942.55734800009,60930.190098999905,48705.36325199998
462,87.0,98.0,90.0,87.0,25.0,11.0,44.0,12.0,25760.0,1.488963,20.313452,14.039976,51.240215,7313.938191999993,107134.84291000005,69775.80550000031,24710.67427099996
463,89.0,69.0,91.0,55.0,35.0,9.0,35.0,12.0,28655.0,1.489161,18.763556,17.957869,51.111385,7310.447723999981,112611.63232500007,63492.708213999955,25572.63374000002
464,71.0,84.0,9.0,76.0,17.0,32.0,0.0,25.0,26295.0,1.490445,14.792149,57.174824,29.574255,7318.7494449999695,135204.28181399993,19125.742896000036,47886.0091949999
465,8.0,100.0,76.0,99.0,2.0,27.0,11.0,23.0,30376.0,4.091609,14.21463,54.364529,34.908859,7000.103062000003,138543.10988099998,23104.128831999988,41251.11579500007
466,35.0,55.0,55.0,57.0,36.0,9.0,43.0,4.0,29934.0,1.49164,24.586969,7.82056,46.147312,7324.042357000001,92494.71184000027,81316.05621500006,25595.450416000094
467,99.0,61.0,100.0,94.0,27.0,6.0,5.0,31.0,30209.0,1.489904,21.43273,28.876955,25.441835,7315.158861999997,101301.99910500004,47957.224877000095,53188.848537999875
468,83.0,23.0,97.0,30.0,21.0,3.0,35.0,5.0,29803.0,1.492687,45.161499,2.756665,24.999321,7321.105016999969,51746.31593999993,92976.10279499987,50860.73400899996
469,72.0,78.0,74.0,85.0,0.0,20.0,30.0,19.0,26625.0,1.518921,17.997313,26.6618,40.51619,7307.510401999973,116114.0299029999,51266.75606700006,35350.79002400007
470,56.0,68.0,81.0,46.0,7.0,20.0,29.0,4.0,27598.0,1.492655,19.1091,12.140608,57.029095,7318.162934999982,111709.98572899996,73689.92326999984,14958.65825900001
471,91.0,87.0,24.0,70.0,26.0,44.0,12.0,10.0,29318.0,1.489354,14.184741,35.963249,56.17535,7315.158890999987,139486.63232899996,39761.97244599995,22805.252073000018
472,77.0,94.0,89.0,99.0,14.0,19.0,16.0,23.0,29463.0,1.4890970000000001,15.513249,45.769855,34.690937,7314.92521899999,130896.89730599968,30594.325057999966,41255.28811799996
473,76.0,38.0,61.0,44.0,37.0,19.0,25.0,12.0,28705.0,1.491877,35.701286,5.380882,30.226437,7323.188825999989,67300.6010059998,85971.54140699978,44970.14046600003
474,80.0,97.0,71.0,99.0,25.0,20.0,8.0,28.0,27703.0,1.4896530000000001,14.810913,58.431431,28.733633,7314.696334999981,135294.87607199975,18551.783545000024,48649.88802799994
475,76.0,85.0,92.0,89.0,13.0,11.0,15.0,11.0,30167.0,1.488642,14.567419,33.582535,53.694939,7309.246116,136598.21032399975,42296.26655799992,23234.310135999982
476,89.0,98.0,45.0,98.0,24.0,33.0,9.0,18.0,26174.0,1.489599,12.556298,58.383572,42.66526,7314.400718000005,147778.12001900037,20309.491148000012,33788.39968300004
477,95.0,85.0,100.0,77.0,18.0,13.0,18.0,12.0,26239.0,1.48895,14.677614,34.656235,51.957436,7311.553984999989,136357.6269059997,41083.884243999964,24737.458217000058
478,49.0,83.0,98.0,100.0,10.0,14.0,17.0,18.0,29334.0,1.489911,15.0955,39.716805,42.066277,7311.697036999996,132830.23831599992,35836.83965500009,33766.90389199999
479,83.0,92.0,18.0,48.0,20.0,47.0,9.0,5.0,29609.0,1.490224,12.972813,43.372475,57.400898,7319.321672999985,146359.004976,33340.73066300005,21917.31451599997
480,83.0,98.0,81.0,76.0,10.0,21.0,14.0,15.0,29993.0,1.489589,13.231328,49.844986,47.531918,7312.774678999986,145121.83666699994,27743.673350999994,29251.379985000083
481,78.0,93.0,62.0,73.0,24.0,35.0,8.0,5.0,30426.0,1.490367,12.742167,36.110008,68.024277,7318.792389999995,147592.1725980004,39529.49526499999,14222.97955500003
482,100.0,98.0,71.0,82.0,19.0,18.0,13.0,9.0,25940.0,1.489606,11.604913,48.656193,58.975864,7317.605061000006,152463.3788970001,28456.26353599998,20201.477995000012
483,26.0,77.0,95.0,63.0,6.0,27.0,25.0,12.0,26150.0,1.493961,16.363878,25.53091,51.920753,7313.380287999992,124744.76815800031,52490.94007500001,24982.976905999963
484,92.0,70.0,97.0,35.0,47.0,10.0,9.0,12.0,26887.0,1.488994,18.251171,19.202629,51.28706,7308.96474399998,114644.64184900039,61670.11257799986,25482.759439999994
485,76.0,84.0,82.0,95.0,27.0,25.0,31.0,1.0,30368.0,1.489673,14.907871,21.505053,64.210312,7315.568989000002,134765.13864999986,58329.97800299986,8628.091842999975
486,68.0,76.0,96.0,84.0,17.0,22.0,27.0,20.0,29761.0,1.48928,17.479664,29.972904,39.001209,7314.152721999983,118808.65577200026,47121.810900000055,36814.227097999996
487,65.0,98.0,85.0,18.0,19.0,20.0,16.0,5.0,28787.0,1.490187,11.561419,42.125397,63.337616,7319.884338999991,152888.9227049997,33949.40378299998,14174.470908000016
488,99.0,41.0,98.0,80.0,20.0,3.0,20.0,10.0,27364.0,1.492125,33.426197,3.880682,33.827091,7323.427209999991,71794.54804499993,89586.47249199993,35360.898970000046
489,76.0,88.0,94.0,70.0,9.0,27.0,17.0,8.0,30276.0,1.490473,13.995414,33.369705,58.274162,7318.367976999968,140754.53280400028,42437.02886899994,18717.260364000016
490,81.0,91.0,97.0,74.0,20.0,24.0,27.0,21.0,26553.0,1.48908,17.658319,30.1124,37.45052,7313.461342,117591.68627299955,46965.66103600005,38254.91427499997
491,84.0,95.0,86.0,96.0,16.0,19.0,14.0,18.0,29811.0,1.488707,13.95198,49.418587,42.282692,7309.560805999986,141008.81098900017,27652.187339000015,33758.95975499994
492,99.0,96.0,99.0,66.0,32.0,6.0,29.0,12.0,25784.0,1.48826,15.791238,27.80575,51.345123,7314.834651000008,127990.59387299958,49853.31061700014,24712.53871799998
493,91.0,75.0,91.0,49.0,15.0,30.0,16.0,24.0,26758.0,1.490189,16.811865,37.217827,33.369099,7312.035583999975,121695.73307499965,38036.508549000166,42771.52540200008
494,91.0,88.0,89.0,75.0,34.0,6.0,40.0,16.0,29545.0,1.4892189999999998,20.309317,16.983549,45.073399,7310.7672159999875,106575.16002500005,64792.294494999944,30771.07429899997
495,56.0,96.0,100.0,60.0,13.0,29.0,16.0,12.0,27288.0,1.489418,12.891901,45.923603,52.125332,7316.870736999992,146411.0231259993,30860.5861640001,24711.356111999972
496,91.0,25.0,48.0,100.0,39.0,1.0,20.0,31.0,30685.0,1.492755,47.882408,11.152072,11.610373,7327.256240999981,47996.2301009999,75016.6416270001,75476.083728
497,94.0,72.0,73.0,95.0,15.0,13.0,10.0,13.0,27206.0,1.48898,17.667076,21.80405,50.252972,7314.043075999975,117618.88979299998,57689.19944400006,26742.343886999915
498,85.0,74.0,45.0,24.0,48.0,3.0,21.0,4.0,28363.0,1.489649,17.210674,16.21068,61.539791,7313.847582999964,120578.81831300011,66582.14566500005,14003.629705999976
499,28.0,80.0,86.0,63.0,0.0,13.0,85.0,0.0,29495.0,1.5827300000000002,23.826578,2.720561,33.759026,7304.716105000002,96589.83707500031,92544.19326599999,7737.13592399998
500,69.0,95.0,100.0,47.0,18.0,33.0,32.0,1.0,28168.0,1.489264,14.096462,24.677778,55.935036,7315.211314999988,139679.7323119998,54218.397145000126,8212.547334999992
501,95.0,58.0,59.0,72.0,26.0,6.0,20.0,11.0,30159.0,1.490179,22.987431,10.455996,47.830173,7314.391179999974,96959.00438700011,76792.96016799999,26518.440255999918
502,64.0,94.0,85.0,95.0,8.0,21.0,19.0,8.0,26166.0,1.490021,12.857292,39.849334999999996,58.879684,7314.357808999996,146708.27867699994,36419.887552000015,18698.744794000017
503,64.0,97.0,91.0,92.0,22.0,38.0,18.0,9.0,28631.0,1.488978,12.565283,42.587425,57.088783,7309.656169000008,147741.0316430004,33883.35228200002,20183.39634699997
504,69.0,41.0,96.0,59.0,27.0,21.0,21.0,14.0,26004.0,1.4916369999999999,33.424328,4.602665,33.751495,7324.137713999994,71647.97781999991,87651.9203470001,38237.776773000034
505,80.0,26.0,62.0,85.0,20.0,6.0,13.0,16.0,28144.0,1.4922900000000001,47.144024,5.017882,19.422737,7322.788253999983,49059.3766880001,86697.21603199998,61668.167114999946
506,67.0,84.0,91.0,77.0,10.0,6.0,23.0,20.0,28811.0,1.488429,16.420473,35.257935,38.922691,7306.480445999989,124968.7194749999,41048.29789099994,36775.221826000015
507,92.0,75.0,34.0,61.0,36.0,33.0,15.0,11.0,28860.0,1.488888,16.796787,24.011421,52.444542,7312.469529999975,122043.11846699992,54856.88207799992,25295.21945099999
508,80.0,100.0,84.0,99.0,23.0,23.0,7.0,30.0,27941.0,1.4904549999999999,15.064797,59.28088,26.6625,7319.068934999988,133857.7127270003,17040.524479999935,51582.841875999955
509,95.0,42.0,65.0,74.0,42.0,9.0,23.0,17.0,26593.0,1.4917829999999999,32.720207,5.797649,33.561737,7324.2521409999845,72968.95980700012,85228.11411600016,40264.29172599999
510,80.0,69.0,86.0,99.0,21.0,30.0,21.0,1.0,28958.0,1.490656,18.8083,11.054303,54.660355,7318.735150999993,113263.1874130003,75761.313428,11004.777008999963
511,76.0,58.0,91.0,85.0,39.0,7.0,13.0,11.0,30619.0,1.489938,22.954639,10.416602,47.844536,7314.748798999983,96960.18218399982,76777.3533139997,26492.609968999896
512,93.0,93.0,98.0,71.0,20.0,21.0,29.0,19.0,27582.0,1.489572,17.673775,27.804934,40.382023,7316.503556999991,117623.28627200004,49835.85834000009,35276.389121999986
513,85.0,97.0,93.0,45.0,18.0,13.0,19.0,9.0,25948.0,1.488957,12.903495,41.154396,56.980427,7312.831859999993,146425.90045799987,35347.385404,20191.307019999993
514,53.0,80.0,69.0,39.0,12.0,12.0,19.0,7.0,27099.0,1.488948,15.729349,23.63973,60.007988,7314.953820999981,129435.0004250001,55040.34993800007,17538.881313000024
515,94.0,99.0,32.0,97.0,18.0,14.0,4.0,18.0,26675.0,1.489793,11.510869,64.69558,42.771511,7317.29986899998,153146.80576899942,14172.468180999917,33797.09719300001
516,53.0,100.0,99.0,66.0,2.0,26.0,24.0,6.0,26731.0,1.501153,13.443134,34.03215,59.840702,7311.568295999983,143761.99723699965,42683.706273000156,15666.346535999988
517,49.0,64.0,93.0,96.0,15.0,6.0,28.0,16.0,30587.0,1.489409,20.226894,17.534885,44.520546,7315.268553999971,105698.36142400018,64327.79788700023,31724.89643999994
518,45.0,70.0,56.0,100.0,6.0,17.0,17.0,29.0,28647.0,1.495414,18.238979,37.088985,27.639334,7319.741277999972,114114.89961399975,38191.64751900014,50150.876072000094
519,79.0,48.0,66.0,88.0,23.0,9.0,13.0,23.0,27132.0,1.489553,28.55526,11.555972,32.382557,7311.039044999992,81932.92621899983,74760.44655000002,44028.735175999966
520,92.0,88.0,93.0,88.0,17.0,12.0,16.0,16.0,25703.0,1.488811,14.206049,43.77713,45.46357,7311.315583999987,139133.79669599966,32422.59506799997,30744.4382059999
521,33.0,98.0,99.0,34.0,7.0,3.0,71.0,5.0,29081.0,1.497264,25.336935,3.320266,57.332401,7308.077849999964,93383.14053700013,90436.38704200016,14155.278186000036
522,98.0,62.0,31.0,100.0,37.0,10.0,5.0,38.0,27198.0,1.489923,21.051886,38.513206,18.785421,7310.457267,102822.86169700017,36392.273891999896,62823.60554800007
523,91.0,65.0,86.0,21.0,12.0,28.0,16.0,9.0,26790.0,1.489483,19.886887,13.448112,53.569592,7311.682724999994,107481.93741899983,71432.15656799999,21927.862126
524,81.0,77.0,62.0,76.0,24.0,22.0,0.0,3.0,28738.0,1.4900600000000002,16.433867,17.658998,63.985466,7317.19975099999,125073.76670599982,64212.82288100006,12097.229978000025
525,24.0,97.0,57.0,91.0,7.0,38.0,13.0,15.0,28447.0,1.492786,12.921761,51.516811,47.857159,7311.673196,146417.63683400006,26329.126377999924,29270.491578000037
526,88.0,90.0,98.0,27.0,27.0,26.0,15.0,4.0,27174.0,1.4897719999999999,13.378527,31.092932,62.705399,7318.53012000001,143627.6245339994,45313.57290900009,12739.758512999995
527,36.0,86.0,20.0,99.0,7.0,20.0,2.0,52.0,28892.0,1.4947089999999998,19.09701,52.022842,9.296716,7311.382306999973,112311.23446300007,9689.850822999973,78620.51962000006
528,65.0,47.0,88.0,29.0,8.0,12.0,21.0,8.0,26879.0,1.4930400000000001,29.138355,4.630915,40.201687,7320.68066299999,81544.66632200021,87612.26652200018,28585.114498999992
529,75.0,70.0,97.0,100.0,18.0,20.0,12.0,29.0,25644.0,1.490728,18.110117,37.361958,27.633631,7318.639802999988,114527.49251399969,37757.79724099987,50139.994599000005
530,86.0,87.0,92.0,96.0,14.0,27.0,20.0,17.0,29243.0,1.4892,15.015381,39.614296,43.670260999999996,7312.855759999993,133782.563201,36657.2475820001,32274.808879999928
531,47.0,27.0,83.0,43.0,25.0,0.0,12.0,26.0,28086.0,1.492003,45.089821,4.183831,22.527964,7325.6826680000195,52166.48576099989,88713.88436499996,56220.579128999794
532,95.0,100.0,99.0,63.0,12.0,18.0,18.0,1.0,30225.0,1.490177,10.983407,38.638054,60.016258,7315.597587999972,155353.63678000023,37182.88424199994,8151.221306000018
533,92.0,97.0,38.0,98.0,31.0,27.0,0.0,33.0,30725.0,1.4908489999999999,14.116908,62.244171,23.654173,7323.150665999987,139630.18419200004,6606.397702999983,55886.635797999974
534,65.0,39.0,100.0,90.0,31.0,19.0,5.0,39.0,27430.0,1.489609,34.945324,16.031609,17.428919,7314.815571999971,68254.60912000014,67001.61935299989,65492.591823000104
535,81.0,98.0,100.0,9.0,13.0,22.0,22.0,1.0,27858.0,1.489927,11.692557,35.170086,60.175026,7317.485840999984,151844.1295369999,41188.898066999966,8160.1668019999815
536,77.0,58.0,90.0,100.0,3.0,17.0,38.0,29.0,29284.0,1.515937,25.915014,18.717541,27.353525,7315.878912000001,89551.39162200018,62266.98397700014,50577.28290699997
537,90.0,87.0,99.0,85.0,18.0,7.0,23.0,4.0,26561.0,1.489341,14.189282,27.704504,61.912003,7314.782185999973,139276.63327599963,49719.78183400022,12837.009470999992
538,54.0,75.0,62.0,37.0,17.0,45.0,16.0,18.0,29487.0,1.4900579999999999,16.722021,29.993788,42.315205,7315.068270999966,121979.30810499976,46531.195673000286,33879.184741000114
539,92.0,74.0,87.0,58.0,29.0,23.0,16.0,7.0,27337.0,1.489464,17.107862,18.401396,58.530605,7313.632985999975,120591.68337100017,62992.44405199986,18005.824126999996
540,74.0,94.0,54.0,86.0,16.0,18.0,12.0,18.0,27141.0,1.489262,13.417421,53.050316,42.673328,7314.009709999981,143696.05539999928,24766.26397199998,33763.413424999904
541,80.0,46.0,74.0,80.0,32.0,11.0,33.0,13.0,25510.0,1.491868,29.964272,5.814692,38.03175,7321.963341999988,79051.58519099995,85263.97708800022,34169.78358100003
542,45.0,86.0,100.0,21.0,17.0,34.0,39.0,6.0,26806.0,1.48919,16.858883,17.892326,58.061962,7316.217443999977,122585.53980500002,63518.304813,15864.82525599996
543,50.0,57.0,72.0,61.0,16.0,21.0,19.0,22.0,29585.0,1.489439,23.377281,16.865322,35.394627,7314.739271999985,95412.65009199992,65491.54280200001,40876.42671700002
544,92.0,61.0,95.0,22.0,31.0,21.0,26.0,1.0,27727.0,1.491909,21.715523,7.072359,47.515079,7317.633680999987,101783.31377100004,83121.35218599987,13976.41182800004
545,96.0,99.0,95.0,91.0,23.0,19.0,21.0,16.0,27816.0,1.488241,14.979352,38.26836,45.157368,7305.836727999969,133842.97849800016,38077.378259000034,30763.926526000065
546,87.0,67.0,85.0,98.0,19.0,6.0,30.0,36.0,28779.0,1.489147,25.362215,26.662249,20.620979,7314.238592999992,91181.19240300001,51309.576044999994,60101.06565000001
547,69.0,74.0,90.0,72.0,18.0,5.0,24.0,21.0,30555.0,1.490142,17.376522,31.287333,37.524426,7317.605042000004,119091.78259700035,45143.74731099989,38328.719104000105
548,19.0,89.0,99.0,80.0,0.0,24.0,35.0,29.0,28339.0,1.548246,24.171747,21.51667,27.644766,7311.654152999989,94262.6428980002,58287.04354200004,50148.14853700014
549,100.0,24.0,96.0,84.0,21.0,3.0,22.0,20.0,26782.0,1.493023,49.174828,3.103716,20.821749,7323.417685999984,46472.029705999885,91767.89286200005,57180.10901899999
550,87.0,84.0,61.0,91.0,16.0,17.0,2.0,17.0,26601.0,1.489706,14.840435,40.36153,44.182518,7318.320320999993,135298.98168400023,34721.074124999985,32263.865484999915
551,29.0,84.0,66.0,96.0,9.0,22.0,8.0,33.0,28463.0,1.491355,16.031916,57.768803,23.517653,7317.109128999987,127974.29564999983,18613.405238000018,55853.786483999786
552,96.0,98.0,54.0,14.0,27.0,26.0,10.0,1.0,30268.0,1.491402,11.274756,36.954468,78.295273,7323.784888999995,153942.46574600012,38556.26104300006,8204.24559699998
553,28.0,77.0,65.0,93.0,5.0,10.0,10.0,39.0,25859.0,1.495234,18.019281,54.85894,17.939291,7314.295787999974,116308.47453999997,21710.30042499998,64138.70334899997
554,60.0,63.0,93.0,58.0,1.0,16.0,11.0,42.0,30118.0,1.516646,20.857048,44.810223,15.49299,7316.494027999978,103799.26681600008,29787.16852099991,67974.37666100002
555,90.0,77.0,54.0,64.0,22.0,18.0,13.0,10.0,27499.0,1.488677,16.349718,23.747629,55.903584,7307.348271999981,125003.29968499993,55006.18459700003,22058.515536000014
556,94.0,89.0,95.0,41.0,19.0,15.0,15.0,0.0,26327.0,1.490103,13.708467,25.793381,63.905628,7315.592799999979,142279.2196,52432.64677199991,6933.627166999962
557,60.0,56.0,64.0,56.0,22.0,20.0,25.0,18.0,27899.0,1.489552,23.936594,13.365585,39.897202,7314.453171999967,93944.16332999965,71438.851358,35725.555380000056
558,98.0,65.0,99.0,66.0,22.0,16.0,32.0,11.0,26838.0,1.488785,19.987684,14.704987,51.219402,7307.233841999979,107236.33291299969,69145.4029229999,24729.380626999962
559,19.0,95.0,27.0,66.0,16.0,24.0,20.0,27.0,27074.0,1.490213,17.490503,39.590931,29.794876,7315.983833000004,119060.13491500016,36597.78599499996,47204.685183000096
560,84.0,50.0,95.0,82.0,15.0,15.0,41.0,9.0,27800.0,1.492333,27.461027,5.814041,41.970234,7322.697664999984,85149.68393000026,85227.99493200015,28090.33394700005
561,92.0,90.0,87.0,68.0,20.0,1.0,17.0,15.0,26641.0,1.488815,13.929085,43.832031,47.193069,7316.498796999958,140413.6609870001,32697.329516999987,29252.886759000023
562,72.0,90.0,65.0,43.0,24.0,29.0,6.0,4.0,28232.0,1.489786,13.495507,31.198475,67.503784,7315.96475899996,143692.81289499975,45222.74018800008,12753.706002000019
563,56.0,100.0,91.0,96.0,12.0,26.0,26.0,26.0,28201.0,1.490463,18.93557,31.374043,30.929815,7313.299217999987,111634.2735080001,45457.3631530001,45712.718967000335
564,95.0,79.0,52.0,63.0,5.0,52.0,34.0,1.0,30001.0,1.506678,16.054911,17.457069,67.580666,7316.923133999973,127768.40211200007,64511.36110700017,9046.249453999997
565,86.0,29.0,80.0,98.0,25.0,5.0,56.0,9.0,30458.0,1.493124,43.802757,2.853653,24.650667,7328.405391999956,53970.05077699997,92427.65900600007,48778.70558499996
566,47.0,100.0,93.0,28.0,8.0,29.0,31.0,9.0,28176.0,1.491664,15.60221,25.622704,55.437347,7315.154098999984,129578.07061099994,52727.479961000136,20173.196813000013
567,27.0,46.0,97.0,98.0,5.0,1.0,28.0,22.0,26255.0,1.493839,29.886892,9.910987,32.581352,7313.561482999997,78904.40939600009,77803.78820700002,43537.59286899995
568,64.0,96.0,96.0,93.0,4.0,20.0,19.0,17.0,25843.0,1.496038,14.809827,41.2411,43.639828,7317.962694999967,135255.0792830004,35101.85237199994,32266.249649999994
569,96.0,93.0,59.0,95.0,23.0,30.0,0.0,32.0,29198.0,1.490221,13.952183999999999,72.5467,24.705097,7317.9388369999915,140977.84041600008,6645.627109999983,54463.992122999785
570,93.0,38.0,35.0,96.0,32.0,14.0,4.0,41.0,30092.0,1.490167,35.514656,21.285299,12.051428,7315.120744999973,67584.48599800005,58827.996253000114,74192.58594999995
571,100.0,76.0,80.0,50.0,17.0,16.0,22.0,11.0,30547.0,1.488905,16.536692,23.639126,53.715012,7311.0485459999745,123483.18099099984,55071.144106,23574.833879000045
572,71.0,98.0,47.0,53.0,29.0,41.0,9.0,1.0,28455.0,1.490618,11.308796,37.295616,83.922623,7318.587353999983,153960.5951279992,38503.89004100005,8221.912396000005
573,68.0,84.0,83.0,99.0,9.0,24.0,20.0,16.0,26303.0,1.490793,15.091875,37.529945,45.437031,7317.023286999995,133359.28918300002,38350.84916799989,30778.05994399996
574,91.0,39.0,89.0,62.0,12.0,23.0,47.0,15.0,25520.0,1.493458,34.980022,4.364141,31.950083,7327.194244999994,68624.57752900009,88177.0038740002,40555.405639000055
575,99.0,98.0,100.0,69.0,14.0,15.0,15.0,8.0,26287.0,1.489755,11.790479,45.913837,58.246685,7320.861858999981,151868.52451500026,30713.08612599992,18669.99149299999
576,43.0,87.0,85.0,80.0,11.0,12.0,21.0,12.0,30661.0,1.488445,14.420393,36.231064,52.199989,7310.271311999993,137705.30700199958,39873.50459300001,24719.61022399996
577,99.0,98.0,98.0,79.0,29.0,27.0,12.0,20.0,27933.0,1.488762,13.839768,52.907841,39.131927,7310.166401999979,140973.54413000034,24619.60314399995,36767.52566599998
578,84.0,15.0,38.0,66.0,28.0,2.0,2.0,19.0,30326.0,1.492906,52.644882,15.016836,4.749366,7326.884307999987,39366.650566000026,68409.45243499997,88816.88593800015
579,92.0,85.0,54.0,63.0,4.0,2.0,19.0,50.0,28128.0,1.499304,26.351301,40.962349,10.309858,7302.174608000004,89338.99402600009,35081.11952499997,76745.86772000014
580,75.0,88.0,100.0,13.0,18.0,17.0,36.0,4.0,29048.0,1.4887839999999999,15.633593,20.688774,59.238899,7311.787641999975,129700.82282299991,59616.017358999976,12834.100739000016
581,55.0,99.0,40.0,90.0,11.0,24.0,6.0,13.0,29251.0,1.490405,11.169354,58.823406,51.949577,7319.440866999971,154450.85525599966,20035.638848000017,26253.528605999996
582,39.0,72.0,95.0,93.0,2.0,0.0,23.0,28.0,27907.0,1.498546,18.690136,35.059639,28.677647,7315.130277999987,112851.94394299976,41270.25603000005,48684.51119299999
583,77.0,55.0,38.0,96.0,6.0,3.0,16.0,43.0,28330.0,1.49414,24.593603,34.998375,14.779779,7312.011753999974,92179.2506649999,40134.34889600005,69233.58920199999
584,93.0,32.0,87.0,88.0,24.0,8.0,23.0,24.0,28503.0,1.491706,41.082409,4.8832059999999995,24.725992,7326.7364839999755,57981.11438599991,87130.07928500001,52484.96052900001
585,55.0,94.0,95.0,98.0,12.0,26.0,3.0,19.0,29900.0,1.490599,12.520967,62.044945,40.778786,7318.878230999969,148513.6079540002,17601.780918000008,35279.86529799985
586,100.0,83.0,98.0,75.0,32.0,11.0,16.0,19.0,26920.0,1.489793,15.14263,41.227596,40.461704,7318.382316000001,132836.15589700002,34314.541809000075,35268.8932269998
587,98.0,84.0,86.0,97.0,31.0,25.0,26.0,13.0,27507.0,1.488489,15.518693,31.22938,50.194176,7310.342800999997,130675.38739600008,45703.25852600008,26248.707758999924
588,72.0,83.0,100.0,96.0,11.0,19.0,30.0,34.0,25586.0,1.490458,24.226906,26.674198,22.559103,7311.911612999989,94102.54000600049,51292.6054079999,57300.100306000124
589,77.0,90.0,97.0,96.0,9.0,2.0,26.0,28.0,27990.0,1.490883,19.712519,31.361742,28.707037,7313.761747999982,108675.59432000005,45483.88956600002,48680.939644000006
590,78.0,50.0,96.0,52.0,17.0,10.0,32.0,12.0,30050.0,1.4914209999999999,27.436535,6.996147,41.462341,7321.209958999975,85056.35739100004,83141.38891699981,30927.829732000093
591,99.0,85.0,75.0,94.0,25.0,9.0,2.0,16.0,30677.0,1.489129,14.61356,40.363445,45.65731,7313.919101999961,136698.3938790001,34747.538550999925,30766.94490000002
592,79.0,69.0,91.0,97.0,10.0,18.0,29.0,38.0,29917.0,1.492704,25.874083,27.79076,18.80616,7316.37959199998,89749.77017499963,49885.54480799997,62803.020474999925
593,100.0,53.0,97.0,47.0,35.0,3.0,16.0,0.0,30571.0,1.4938,25.687304,4.231929,37.377415,7326.278709999975,89981.93264799986,88718.03286699989,18277.354273999947
594,95.0,98.0,95.0,99.0,6.0,25.0,15.0,20.0,28551.0,1.493456,14.527411,47.514866,39.006256,7316.818266999955,136692.53351800021,29129.381186999923,36762.27567700011
595,53.0,51.0,92.0,45.0,4.0,3.0,32.0,16.0,27687.0,1.495448,26.772223,9.379646,39.804352,7316.622755999996,86486.50166499983,78790.69328600002,34810.36661000003
596,93.0,85.0,91.0,75.0,16.0,13.0,15.0,15.0,25808.0,1.489637,14.616054,38.680115,47.073185,7313.127565999986,136354.49885999958,36637.13454000002,29254.498485000007
597,67.0,56.0,88.0,46.0,6.0,13.0,38.0,19.0,26343.0,1.495343,24.016201,13.835488999999999,38.818481,7312.731813999973,93753.8528479999,70483.67975899983,37002.482433999925
598,100.0,88.0,96.0,94.0,30.0,24.0,20.0,11.0,29657.0,1.489694,14.111795,36.640015,53.582085,7316.927943999975,139609.1556359999,39305.38654599996,23207.850466000036
599,60.0,52.0,79.0,71.0,23.0,6.0,34.0,1.0,26198.0,1.493519,26.255325,4.236068,38.167904,7324.724264999982,88447.2226899999,88730.7166729999,19822.926546999995
600,89.0,80.0,91.0,90.0,19.0,21.0,16.0,21.0,5349.0,1.4895019999999999,15.807085,39.833176,37.567905,7313.394608999971,128723.46403399987,35466.40397299997,38265.47623899991
601,53.0,98.0,53.0,27.0,8.0,12.0,20.0,8.0,5673.0,1.490302,12.883361,39.791527,60.327477,7316.250837999999,146456.2654699994,36805.32934200008,18684.010503
602,89.0,73.0,82.0,51.0,27.0,20.0,10.0,16.0,6836.0,1.489135,17.343334,25.726936,45.425045,7313.489917999976,119073.95362199972,52199.40662399994,31039.24752499996
603,53.0,80.0,93.0,49.0,5.0,26.0,29.0,8.0,5163.0,1.49544,15.811482,24.152702,57.615894,7317.328491999996,128718.7146919996,54390.034683999984,18998.975757000066
604,98.0,97.0,54.0,93.0,20.0,25.0,5.0,6.0,7423.0,1.4901849999999999,11.591277999999999,43.508965,66.526672,7320.184743999973,152767.52945599955,32410.349833999968,15719.76184
605,90.0,100.0,89.0,72.0,17.0,20.0,13.0,11.0,5828.0,1.48939,11.80164,50.92672,54.011959,7317.142537999988,151600.63738800003,26647.696448000075,23213.60585500002
606,72.0,76.0,10.0,62.0,17.0,35.0,0.0,0.0,7309.0,1.490086,16.464529,54.931194,22.815502,7318.224945999994,123651.3185780003,21632.88117299995,56928.31515999994
