,ar-0,ar-1,ar-2,ar-3,pr-0,pr-1,pr-2,pr-3,n-class-0-latency,n-class-1-bw,n-class-2-bw
687,50.0,12.0,6.0,18.0,56.0,75.0,59.0,62.0,0.2148656116317499,0.5599040318198528,0.20366582806985295
688,12.0,19.0,19.0,14.0,64.0,70.0,90.0,59.0,0.21478744433145733,0.5240718231433827,0.2676950659742648
689,20.0,7.0,9.0,17.0,100.0,69.0,51.0,95.0,0.21473080138877146,0.5169040139889707,0.2536217956433824
690,9.0,4.0,19.0,49.0,99.0,81.0,81.0,93.0,0.21473742980770263,0.4058098967647055,0.14696024795955878
691,31.0,1.0,41.0,10.0,94.0,30.0,99.0,36.0,0.21437361703895103,0.2465519835477942,0.45360168996323524
692,27.0,19.0,5.0,24.0,99.0,75.0,35.0,68.0,0.21471307958273197,0.5598955294301474,0.159876749742647
693,30.0,12.0,6.0,35.0,93.0,41.0,88.0,93.0,0.2147584705438624,0.3127245342463237,0.3214886959742648
694,7.0,3.0,20.0,23.0,63.0,88.0,100.0,96.0,0.2146710200160601,0.5737474734007357,0.15427864652573525
695,12.0,22.0,20.0,17.0,79.0,91.0,72.0,90.0,0.2149413814551263,0.6165195914338234,0.15431265632352942
696,7.0,11.0,20.0,19.0,69.0,62.0,96.0,97.0,0.21459385765318817,0.4661266420036767,0.28824087450367647
697,19.0,0.0,28.0,8.0,92.0,49.0,95.0,28.0,0.21446326880893132,0.37550803476102934,0.41915748045955914
698,14.0,12.0,15.0,9.0,95.0,84.0,90.0,64.0,0.21481714697319285,0.6236795992095592,0.2042608227022059
699,10.0,28.0,22.0,21.0,82.0,98.0,80.0,84.0,0.2146823975193449,0.5737628129044119,0.16895795580882356
700,23.0,12.0,37.0,10.0,58.0,43.0,68.0,55.0,0.21440579110041763,0.32907663023897066,0.43142402880514696
701,16.0,10.0,21.0,28.0,66.0,60.0,90.0,100.0,0.21484051113243105,0.45146810654411773,0.23974408113970583
702,5.0,8.0,41.0,38.0,31.0,100.0,100.0,96.0,0.21215291451696097,0.31714465681985277,0.304668528327206
703,13.0,26.0,2.0,17.0,81.0,98.0,81.0,65.0,0.2146022046352735,0.7156189751286761,0.04909853709558824
704,27.0,11.0,14.0,13.0,86.0,98.0,92.0,88.0,0.21498961331430677,0.6862632492830877,0.11106659376838232
705,24.0,26.0,0.0,3.0,51.0,82.0,52.0,73.0,0.21487051701203747,0.6097181756250004,0.2607554197794119
706,34.0,0.0,43.0,10.0,93.0,78.0,87.0,26.0,0.2148426747375898,0.5054253863602943,0.3179198677757353
707,9.0,9.0,15.0,17.0,60.0,72.0,96.0,100.0,0.21473022502385522,0.5383000654595594,0.23262351753676486
708,4.0,4.0,69.0,3.0,71.0,38.0,93.0,62.0,0.21165197008299405,0.2941646994669119,0.4531609661397059
709,18.0,27.0,11.0,36.0,94.0,87.0,83.0,68.0,0.21469968211028317,0.5463114553860297,0.0877289211764706
710,14.0,43.0,10.0,28.0,86.0,97.0,22.0,56.0,0.21480517841583865,0.6096244734926473,0.08035722906249998
711,6.0,28.0,11.0,24.0,66.0,86.0,80.0,77.0,0.21421160089701108,0.6250102729411762,0.09326031999999997
712,36.0,20.0,15.0,22.0,93.0,32.0,73.0,64.0,0.21450726006525042,0.2483194364705885,0.4294232410110295
713,6.0,19.0,19.0,12.0,24.0,78.0,77.0,96.0,0.21439501745979422,0.5813445238602943,0.22560533360294133
714,8.0,4.0,86.0,1.0,10.0,84.0,72.0,94.0,0.1401457603498739,0.4439517857536763,0.4461166614705885
715,15.0,17.0,20.0,21.0,88.0,88.0,91.0,96.0,0.2148066203400389,0.5880133194852937,0.1541689914522059
716,3.0,57.0,10.0,22.0,59.0,96.0,54.0,44.0,0.21031185304459268,0.651758032628676,0.0805984525919117
717,8.0,15.0,23.0,23.0,58.0,78.0,87.0,95.0,0.21446255014737597,0.5518828245772062,0.17662144751838227
718,41.0,0.0,2.0,54.0,90.0,34.0,96.0,88.0,0.21466309968149364,0.2619633778125,0.2598658204044116
719,33.0,38.0,2.0,16.0,94.0,100.0,20.0,71.0,0.21462724947801984,0.7278886788051467,0.04344442306985293
720,36.0,24.0,21.0,0.0,76.0,79.0,77.0,29.0,0.21483402057841375,0.5880119169301474,0.30139290246323525
721,17.0,15.0,20.0,11.0,79.0,91.0,88.0,100.0,0.21496852726405524,0.6556214654227935,0.1574060495588234
722,6.0,48.0,21.0,12.0,92.0,98.0,52.0,33.0,0.21382784586487016,0.6449627525183823,0.1618172317095588
723,13.0,2.0,29.0,41.0,84.0,62.0,93.0,100.0,0.21483560712206892,0.38099139920955843,0.2209817660294117
724,28.0,26.0,31.0,8.0,54.0,78.0,98.0,16.0,0.2148671986420393,0.5778158413970594,0.2577878973161764
725,27.0,0.0,19.0,19.0,99.0,44.0,78.0,70.0,0.21472316480472606,0.33499589740808794,0.39466829862132374
726,31.0,1.0,21.0,2.0,100.0,45.0,81.0,32.0,0.214069733215595,0.34817816571691196,0.4461660104595586
727,12.0,34.0,16.0,18.0,23.0,63.0,22.0,75.0,0.21462379466941564,0.4743019446323522,0.16951657382352953
728,5.0,15.0,10.0,24.0,16.0,53.0,40.0,98.0,0.21407331342005534,0.4007797908088237,0.29392715779411754
729,10.0,9.0,21.0,31.0,46.0,59.0,86.0,100.0,0.21471682541173628,0.4438667610294117,0.2260000391360293
730,22.0,46.0,16.0,2.0,47.0,91.0,99.0,20.0,0.21477547908355304,0.6719407790073535,0.205207046360294
731,20.0,12.0,13.0,3.0,94.0,95.0,66.0,88.0,0.21474780554586206,0.698841144044118,0.1699513372794119
732,24.0,36.0,8.0,6.0,83.0,99.0,92.0,81.0,0.2145990384621833,0.7251924449080884,0.12020337238970584
733,3.0,55.0,8.0,4.0,80.0,99.0,60.0,52.0,0.21258785857592707,0.7250449237683821,0.13470141351102938
734,12.0,4.0,15.0,28.0,62.0,81.0,61.0,84.0,0.21473944723382038,0.5733790643750004,0.11751625465073529
735,0.0,34.0,53.0,0.0,15.0,64.0,91.0,96.0,0.20477051304612137,0.47707987167279386,0.3932164871691176
736,20.0,23.0,16.0,21.0,85.0,99.0,86.0,95.0,0.21483618405284435,0.6164893506066178,0.12467731433823531
737,23.0,7.0,23.0,10.0,92.0,96.0,93.0,82.0,0.21498874668279083,0.6446130135294118,0.17660444266544126
738,28.0,27.0,26.0,12.0,100.0,62.0,52.0,72.0,0.21481931010778557,0.46615968731617674,0.3339056582720588
739,11.0,37.0,23.0,9.0,82.0,100.0,74.0,53.0,0.21475904706041846,0.6516330383272061,0.17668210413602942
740,2.0,36.0,27.0,29.0,86.0,100.0,89.0,88.0,0.20802414120158647,0.48025995483455886,0.20581860744485278
741,10.0,22.0,25.0,8.0,75.0,83.0,90.0,58.0,0.2147473732034201,0.6144476288419111,0.22107415332720587
742,12.0,26.0,27.0,22.0,58.0,97.0,93.0,89.0,0.21476207382312062,0.5307521014705885,0.20579012000000002
743,15.0,27.0,17.0,24.0,95.0,100.0,62.0,84.0,0.21482406915723848,0.5881423460110292,0.13209896928308829
744,15.0,17.0,11.0,7.0,99.0,100.0,68.0,49.0,0.2147071729640728,0.7278523024264709,0.11020162533088244
745,8.0,20.0,25.0,1.0,94.0,86.0,98.0,89.0,0.2146396301222574,0.6372773471507349,0.24748190347426482
746,12.0,17.0,6.0,18.0,67.0,98.0,80.0,96.0,0.21474160880386914,0.7032056940441178,0.055458265349264686
747,21.0,22.0,25.0,13.0,100.0,90.0,98.0,78.0,0.2149930799102404,0.609537257959559,0.19118137224264703
748,22.0,23.0,22.0,18.0,98.0,98.0,98.0,82.0,0.21489014077318816,0.5953851868382353,0.169052884889706
749,19.0,21.0,15.0,4.0,90.0,100.0,76.0,31.0,0.2146724601396847,0.7262266733088238,0.1346409321323529
750,17.0,20.0,16.0,21.0,92.0,99.0,66.0,92.0,0.21500145797863693,0.616645725294117,0.12470483781250004
751,18.0,8.0,1.0,21.0,89.0,39.0,41.0,42.0,0.21479825744913644,0.3018234581433823,0.30610026678308827
752,29.0,22.0,15.0,20.0,99.0,76.0,98.0,75.0,0.21479479713302646,0.566776797977941,0.18241011044117644
753,34.0,17.0,21.0,17.0,89.0,87.0,67.0,63.0,0.21497964747368684,0.6094510941360286,0.16169697044117642
754,38.0,5.0,7.0,42.0,88.0,71.0,75.0,89.0,0.21471567283504536,0.5212573443198528,0.07040518161764707
755,20.0,19.0,39.0,15.0,99.0,45.0,79.0,88.0,0.21454810470215696,0.34244349788602935,0.407792803125
756,22.0,7.0,16.0,28.0,64.0,63.0,97.0,82.0,0.21479191362143193,0.4734113812867645,0.21837713110294116
757,9.0,15.0,10.0,14.0,90.0,93.0,84.0,96.0,0.21469406431294882,0.6827912786580874,0.10616341056985294
758,22.0,4.0,32.0,4.0,88.0,31.0,83.0,93.0,0.21414766552276124,0.24356079454044116,0.45531681351102893
759,16.0,15.0,17.0,18.0,97.0,81.0,98.0,92.0,0.2148195985290228,0.6003180847058822,0.1625860436580882
760,9.0,14.0,7.0,49.0,82.0,54.0,74.0,91.0,0.21435279522743503,0.407805600422794,0.14187974080882346
761,2.0,16.0,13.0,31.0,23.0,68.0,77.0,92.0,0.21265665984171697,0.5090903710477943,0.16067624097426464
762,6.0,20.0,37.0,6.0,61.0,98.0,66.0,93.0,0.21433972981137434,0.5760461091727942,0.27730298406250004
763,29.0,37.0,17.0,11.0,73.0,86.0,46.0,37.0,0.21484195353102822,0.6366884882169118,0.17620421503676473
764,30.0,26.0,37.0,1.0,74.0,95.0,83.0,20.0,0.2148738354845338,0.6112697368933828,0.2772554755147058
765,6.0,26.0,26.0,18.0,100.0,98.0,100.0,84.0,0.21407904199628708,0.566809492977941,0.19854815566176456
766,28.0,33.0,11.0,5.0,89.0,99.0,68.0,82.0,0.21469075139079352,0.7240854641727943,0.1286522431433823
767,10.0,18.0,13.0,21.0,72.0,88.0,65.0,93.0,0.21485233937269832,0.6349128835661759,0.10528134955882348
768,3.0,27.0,15.0,23.0,33.0,74.0,66.0,89.0,0.212938545270402,0.5522610506985294,0.17512580930147056
769,8.0,9.0,22.0,27.0,79.0,81.0,69.0,94.0,0.21456680638094863,0.5306842572977944,0.16898346305147074
770,9.0,3.0,19.0,60.0,17.0,60.0,98.0,98.0,0.21435710285657633,0.34884275786764696,0.1524614061029411
771,26.0,37.0,20.0,10.0,68.0,100.0,57.0,88.0,0.2148703727329497,0.6656984195955881,0.15480150194852943
772,21.0,23.0,0.0,50.0,89.0,90.0,23.0,98.0,0.2148910066099131,0.538122829044117,0.00854204696691176
773,0.0,11.0,42.0,31.0,99.0,46.0,98.0,94.0,0.20732653086346967,0.341958947113971,0.3225077600735293
774,19.0,15.0,23.0,30.0,82.0,43.0,87.0,74.0,0.21475284966964972,0.32740831369485296,0.3400487057720589
775,17.0,26.0,24.0,17.0,90.0,98.0,91.0,77.0,0.21486532308694326,0.5882484070955879,0.1837521792463237
776,18.0,18.0,18.0,0.0,81.0,98.0,93.0,76.0,0.21471336771878455,0.7174119351838232,0.17298433720588227
777,15.0,26.0,7.0,21.0,69.0,97.0,30.0,100.0,0.21482940531192557,0.6792620702573527,0.05885993720588237
778,11.0,10.0,17.0,16.0,100.0,54.0,89.0,86.0,0.21474477918532542,0.40804997954044125,0.35787277363970593
779,27.0,23.0,27.0,18.0,100.0,85.0,98.0,95.0,0.21487628833443348,0.5593796860110296,0.20593264523897056
780,5.0,15.0,2.0,44.0,30.0,49.0,72.0,75.0,0.2139216177822345,0.3715710604963238,0.2084563759742647
781,2.0,26.0,10.0,10.0,79.0,65.0,71.0,100.0,0.21334186700801366,0.4878626149264704,0.32743811610294116
782,18.0,24.0,25.0,16.0,94.0,98.0,89.0,56.0,0.21491467551577842,0.5882606785294116,0.19121713492647044
783,8.0,20.0,29.0,0.0,42.0,91.0,88.0,71.0,0.21468801470612903,0.6627550021323524,0.22954940799632353
784,3.0,15.0,16.0,14.0,30.0,85.0,95.0,92.0,0.21389516463243455,0.6292920781066177,0.1619746580514706
785,6.0,6.0,29.0,33.0,74.0,76.0,95.0,100.0,0.21413706110267203,0.43719191748161734,0.2205487560110294
786,22.0,11.0,5.0,14.0,94.0,62.0,30.0,62.0,0.21476192968962876,0.46645569444852936,0.2274004851654412
787,25.0,13.0,4.0,7.0,86.0,41.0,45.0,55.0,0.21478283106592022,0.31309206691176455,0.33099213062500005
788,26.0,12.0,20.0,26.0,99.0,89.0,80.0,83.0,0.21488408011147114,0.5521539381066174,0.15415137306985296
789,0.0,32.0,29.0,14.0,74.0,76.0,98.0,89.0,0.2096655833944858,0.5599736292647061,0.23323227373161756
790,6.0,11.0,29.0,2.0,83.0,96.0,99.0,24.0,0.21464006203097796,0.658369853253676,0.2207737635661767
791,6.0,19.0,23.0,24.0,16.0,81.0,69.0,71.0,0.21387186268357056,0.5450101458823529,0.1763372737132354
792,11.0,27.0,16.0,1.0,37.0,76.0,95.0,65.0,0.21480229462551237,0.5669808562683822,0.3145156539154412
793,26.0,5.0,22.0,21.0,86.0,39.0,86.0,80.0,0.21466324368236012,0.29840153814338244,0.4077331984375003
794,24.0,18.0,25.0,29.0,100.0,79.0,95.0,97.0,0.21479277866678123,0.4944972256249999,0.19110362319852953
795,23.0,5.0,28.0,14.0,92.0,33.0,90.0,83.0,0.21438151602568825,0.25696561628676484,0.44606739990808797
796,11.0,8.0,18.0,22.0,64.0,62.0,81.0,96.0,0.21481339764309426,0.46614636395220627,0.26767359040441174
797,28.0,28.0,0.0,21.0,79.0,78.0,70.0,94.0,0.21474939081637653,0.5814504974264704,0.1597695492830882
798,22.0,7.0,17.0,4.0,100.0,88.0,92.0,28.0,0.21485695562465296,0.65133194726103,0.21176706351102936
799,33.0,20.0,5.0,7.0,63.0,74.0,78.0,44.0,0.21485306064899054,0.5526665379044117,0.28819433033088254
800,25.0,19.0,21.0,23.0,90.0,80.0,85.0,74.0,0.2149009642337639,0.5663895432720588,0.16186123382352935
801,15.0,12.0,13.0,29.0,46.0,84.0,39.0,83.0,0.21481657014465882,0.5810935707904408,0.10257100356617646
802,8.0,18.0,11.0,35.0,78.0,77.0,83.0,100.0,0.21440306167572074,0.5511399577205885,0.08937120441176474
803,34.0,24.0,33.0,7.0,100.0,80.0,92.0,70.0,0.2149458571537004,0.5855958250551471,0.2574633147426471
804,6.0,13.0,9.0,23.0,96.0,68.0,94.0,92.0,0.21445421402530557,0.5098083438235296,0.2181450234375
805,29.0,21.0,17.0,24.0,99.0,82.0,85.0,91.0,0.214799699280421,0.5871338001838238,0.1330968211397059
806,12.0,12.0,27.0,2.0,37.0,64.0,99.0,100.0,0.21460493913267414,0.48067192838235345,0.37935586542279415
807,0.0,14.0,49.0,22.0,79.0,64.0,86.0,47.0,0.20727872186758128,0.3797693287683824,0.35646987318014695
808,5.0,24.0,8.0,18.0,32.0,100.0,77.0,78.0,0.21428016595998856,0.6928867275551475,0.06701148610294115
809,7.0,1.0,16.0,48.0,44.0,56.0,70.0,92.0,0.21416199748895057,0.413620998033088,0.14268037150735294
810,4.0,21.0,28.0,17.0,18.0,68.0,92.0,72.0,0.21335239281375803,0.5086246659191175,0.26163809450367626
811,15.0,9.0,11.0,18.0,62.0,52.0,71.0,66.0,0.21470371558198798,0.3934265936397055,0.3575959626838235
812,6.0,27.0,29.0,27.0,58.0,70.0,63.0,90.0,0.21334969014291097,0.4800619446507354,0.2203879988051471
813,21.0,6.0,25.0,14.0,61.0,29.0,78.0,87.0,0.21429480268136372,0.2282646648713235,0.4509477054411765
814,36.0,1.0,0.0,13.0,99.0,55.0,57.0,58.0,0.21465402801637543,0.41533726101102936,0.3689774696139706
815,0.0,30.0,24.0,22.0,76.0,99.0,97.0,89.0,0.20950004124532065,0.5522230967095585,0.18370747580882346
816,12.0,31.0,29.0,12.0,40.0,66.0,92.0,91.0,0.21482089643417454,0.49500298851102925,0.30834315448529404
817,8.0,8.0,36.0,39.0,90.0,79.0,84.0,77.0,0.2140799013091655,0.34533037856617643,0.2703417748897058
818,2.0,18.0,0.0,32.0,80.0,76.0,81.0,86.0,0.2133041817618259,0.5667953807720589,0.09377519871323536
819,7.0,31.0,17.0,39.0,49.0,81.0,59.0,70.0,0.21338554166252677,0.482265037775735,0.13220503045955878
820,1.0,6.0,21.0,47.0,37.0,98.0,51.0,98.0,0.2109466825667729,0.4023554569117652,0.16173562597426488
821,12.0,37.0,23.0,7.0,35.0,97.0,68.0,99.0,0.21483863604320944,0.6654873488235294,0.17688546110294132
822,22.0,32.0,11.0,18.0,54.0,87.0,40.0,49.0,0.21479984346461406,0.6425037981801469,0.11860097141544118
823,21.0,12.0,20.0,26.0,87.0,90.0,73.0,98.0,0.21483070333558235,0.5522761275367649,0.15412788172794104
824,10.0,56.0,16.0,12.0,36.0,96.0,52.0,94.0,0.21456997160300534,0.6787989068382353,0.12592068487132355
825,4.0,11.0,14.0,24.0,55.0,45.0,54.0,83.0,0.2139982973760465,0.3420973525183824,0.3627642988970586
826,21.0,20.0,11.0,23.0,95.0,98.0,50.0,99.0,0.21481455126918478,0.6376314689889714,0.08774566297794119
827,20.0,23.0,14.0,11.0,97.0,87.0,97.0,49.0,0.2148990880891509,0.6444775006433827,0.16821281003676472
828,19.0,8.0,9.0,17.0,95.0,59.0,50.0,82.0,0.21479061606647235,0.44450058632352973,0.3211902346507353
829,0.0,7.0,22.0,21.0,30.0,79.0,95.0,92.0,0.2123204233669242,0.5709651637316175,0.1716547152389706
830,31.0,17.0,22.0,15.0,100.0,59.0,84.0,99.0,0.21477605569143124,0.44449164577205885,0.33389496450367656
831,0.0,19.0,5.0,65.0,87.0,54.0,12.0,96.0,0.20557810490393721,0.4044154110661765,0.07831436746323528
832,10.0,24.0,29.0,26.0,29.0,98.0,85.0,88.0,0.2145081228193071,0.48749683511029385,0.22048082422794102
833,15.0,20.0,38.0,7.0,92.0,77.0,99.0,39.0,0.21486849712244083,0.5564499428860293,0.28638208615808836
834,31.0,21.0,6.0,11.0,96.0,60.0,77.0,64.0,0.21472230032000333,0.45171108329044146,0.3517029916360293
835,19.0,10.0,16.0,18.0,98.0,85.0,83.0,82.0,0.21490183015771108,0.6240554593382361,0.13826401790441173
836,11.0,30.0,27.0,27.0,24.0,83.0,73.0,88.0,0.21446427494320047,0.4945641055330885,0.20573481040441183
837,12.0,17.0,12.0,17.0,100.0,100.0,82.0,100.0,0.21480705292107385,0.6724521519301468,0.09584251560661756
838,6.0,22.0,11.0,10.0,23.0,83.0,60.0,52.0,0.21461760508214492,0.6168304121691172,0.20398111900735277
839,17.0,14.0,13.0,27.0,55.0,94.0,48.0,75.0,0.21483329942995327,0.595392462095588,0.10257898011029408
840,12.0,19.0,19.0,9.0,88.0,95.0,100.0,81.0,0.2148643131862229,0.6781104734742649,0.14880299555147067
841,23.0,17.0,6.0,10.0,76.0,81.0,35.0,61.0,0.21488408011147114,0.6028135034742647,0.2182465265625001
842,3.0,25.0,5.0,35.0,61.0,83.0,78.0,92.0,0.2129443549782397,0.5941288435845589,0.045194871213235274
843,0.0,35.0,0.0,31.0,64.0,70.0,40.0,51.0,0.21111772320091415,0.52404728,0.14519375908088245
844,46.0,25.0,15.0,2.0,86.0,84.0,93.0,86.0,0.21486186060971083,0.6239482584558824,0.25375836036764693
845,21.0,29.0,30.0,17.0,61.0,94.0,100.0,86.0,0.21479162527453055,0.5453741726286765,0.2276235642279411
846,16.0,10.0,13.0,20.0,68.0,61.0,94.0,76.0,0.21478499350946598,0.4589684746507355,0.28805548654411756
847,36.0,35.0,17.0,6.0,85.0,69.0,89.0,21.0,0.21488307003442159,0.5171089488786758,0.3273523904963234
848,25.0,22.0,25.0,4.0,98.0,83.0,96.0,28.0,0.21490760316236537,0.615915305533089,0.24756692784926482
849,26.0,27.0,30.0,1.0,93.0,99.0,100.0,45.0,0.21485464747388006,0.6587189787316178,0.22791834454044124
850,61.0,15.0,5.0,16.0,98.0,43.0,59.0,94.0,0.21461861266504675,0.3277612081250003,0.40403797363970584
851,26.0,24.0,11.0,18.0,99.0,97.0,81.0,90.0,0.21485536876566935,0.672448908419117,0.08829919737132354
852,7.0,26.0,6.0,28.0,47.0,72.0,74.0,91.0,0.21422967027375875,0.538325046911765,0.15248498481617648
853,21.0,5.0,32.0,26.0,72.0,17.0,94.0,99.0,0.21410740296418318,0.1433726620404412,0.4511103033272057
854,18.0,20.0,10.0,33.0,79.0,92.0,68.0,90.0,0.21472647872731618,0.574500069779412,0.08032356987132362
855,8.0,10.0,36.0,25.0,22.0,23.0,87.0,98.0,0.21388501407964944,0.1843717169485293,0.44433316761029434
856,3.0,1.0,34.0,22.0,37.0,39.0,90.0,89.0,0.21338468791489154,0.29828241652573523,0.4035599968382352
857,16.0,9.0,19.0,28.0,68.0,99.0,81.0,84.0,0.2147320982211459,0.545060809779412,0.1467264750735294
858,0.0,37.0,14.0,42.0,55.0,95.0,85.0,100.0,0.20432113663848314,0.4843310396691178,0.1098219086029412
859,19.0,12.0,9.0,14.0,70.0,98.0,56.0,88.0,0.21486041794379923,0.7073158725919123,0.0806542002205882
860,26.0,28.0,0.0,40.0,95.0,98.0,98.0,79.0,0.21469276793992897,0.5976688336029417,0.008035232150735289
861,18.0,6.0,24.0,10.0,71.0,46.0,97.0,58.0,0.2143262353395832,0.3505097591360293,0.42273928125000015
862,26.0,6.0,16.0,6.0,99.0,53.0,99.0,85.0,0.21449575734094972,0.4014452589889704,0.41147786029411754
863,5.0,32.0,25.0,8.0,30.0,89.0,83.0,89.0,0.21400888805663212,0.6419172180698536,0.19402153362132354
864,0.0,46.0,19.0,3.0,59.0,89.0,35.0,94.0,0.21064563545534676,0.658474424375,0.21189950849264705
865,15.0,33.0,7.0,18.0,86.0,95.0,33.0,91.0,0.21486993989684902,0.6906170178492651,0.06838660040441182
866,22.0,2.0,16.0,19.0,86.0,33.0,79.0,78.0,0.21454796085572453,0.25612624266544115,0.43520568040441177
867,3.0,19.0,18.0,12.0,87.0,97.0,85.0,71.0,0.21391604062800404,0.6655815769669117,0.13999711062500006
868,8.0,17.0,14.0,20.0,54.0,91.0,69.0,81.0,0.21477274023841117,0.6378016927389709,0.10999151887867645
869,8.0,40.0,5.0,34.0,53.0,97.0,51.0,74.0,0.21414078686032134,0.602978029705882,0.043464671139705875
870,9.0,6.0,19.0,21.0,41.0,24.0,86.0,96.0,0.21417776486761805,0.19186217996323515,0.44918700176470533
871,37.0,32.0,13.0,7.0,95.0,95.0,48.0,24.0,0.21482349229152892,0.697383196893383,0.14169671952205892
872,8.0,20.0,19.0,17.0,84.0,97.0,97.0,99.0,0.21470313936246588,0.6237725122977942,0.14690388658088238
873,19.0,33.0,1.0,21.0,43.0,76.0,81.0,84.0,0.2148092158523831,0.567322794209559,0.17446603858455886
874,15.0,18.0,22.0,20.0,98.0,100.0,98.0,98.0,0.214810225235234,0.5810238858639706,0.16905130718749997
875,30.0,24.0,4.0,7.0,93.0,94.0,35.0,53.0,0.2147870118293947,0.6922779714338235,0.14670350972426474
876,7.0,37.0,38.0,3.0,18.0,100.0,100.0,24.0,0.21398670607588505,0.590652139742647,0.2841155318933824
877,27.0,10.0,28.0,24.0,92.0,76.0,85.0,99.0,0.214852195118021,0.5089918480882354,0.213063376709559
878,8.0,26.0,11.0,25.0,62.0,96.0,99.0,96.0,0.21453501546663378,0.6236671524816182,0.08771375702205876
879,17.0,1.0,19.0,15.0,84.0,30.0,91.0,67.0,0.21438323951833446,0.23537427176470627,0.44913186744485306
880,10.0,26.0,7.0,27.0,63.0,99.0,75.0,100.0,0.2147600559718396,0.6375587163051469,0.05827326987132353
881,16.0,24.0,13.0,15.0,95.0,81.0,55.0,56.0,0.21490774749145572,0.6024964593933824,0.1823099220955882
882,18.0,21.0,24.0,28.0,86.0,82.0,85.0,96.0,0.2148800398602474,0.5089109434926473,0.18362753525735295
883,24.0,12.0,17.0,4.0,76.0,61.0,46.0,75.0,0.2147123592459839,0.4588205150367643,0.3366567632352941
884,6.0,17.0,29.0,1.0,83.0,90.0,99.0,25.0,0.21447476804888954,0.6560358054595582,0.2293159855330884
885,23.0,23.0,11.0,23.0,66.0,67.0,68.0,87.0,0.21482998220939212,0.5024790764338236,0.22507905954044116
886,34.0,42.0,18.0,2.0,61.0,98.0,94.0,92.0,0.21477865046519715,0.7146524155147067,0.16111889318014713
887,15.0,15.0,4.0,16.0,91.0,97.0,95.0,100.0,0.21477201950129937,0.7095625293750005,0.0631709308088235
888,33.0,16.0,5.0,8.0,92.0,68.0,38.0,31.0,0.2147645241220829,0.5097304195036767,0.282397778584559
889,13.0,16.0,2.0,34.0,61.0,82.0,46.0,100.0,0.21463531113065187,0.6044783136029414,0.040846975422794154
890,6.0,20.0,20.0,14.0,96.0,99.0,99.0,76.0,0.21450237125668226,0.6377743447610296,0.1543794484742647
891,17.0,16.0,3.0,15.0,99.0,93.0,39.0,92.0,0.21479249031755726,0.6855624562316183,0.0952179815992648
892,31.0,30.0,6.0,1.0,85.0,92.0,74.0,74.0,0.21475630863434453,0.6790964920220588,0.20506487187500005
893,12.0,12.0,16.0,17.0,77.0,100.0,99.0,100.0,0.21481094622879246,0.6447443191727936,0.12493054645220589
894,9.0,15.0,26.0,13.0,33.0,94.0,86.0,96.0,0.214780236191141,0.602433085422794,0.19854438659926452
895,19.0,1.0,18.0,28.0,99.0,47.0,62.0,97.0,0.21480690872720193,0.3567103955882353,0.3277328084191177
896,4.0,14.0,28.0,35.0,44.0,25.0,50.0,53.0,0.2121883649162453,0.2012930371139708,0.362993075477941
897,45.0,23.0,3.0,24.0,94.0,81.0,83.0,70.0,0.21473353916437787,0.6025749094301474,0.11571487957720589
898,9.0,20.0,28.0,8.0,61.0,99.0,91.0,61.0,0.2148272419740207,0.6239719249448534,0.21321344027573513
899,5.0,15.0,14.0,14.0,82.0,88.0,82.0,80.0,0.21447620554059063,0.6492502547610292,0.14102897224264693
900,26.0,23.0,7.0,15.0,100.0,91.0,90.0,57.0,0.21479148110137017,0.671249277647059,0.11013570955882351
901,10.0,23.0,43.0,15.0,56.0,56.0,95.0,72.0,0.21458824539238802,0.42132814130514695,0.35327173329044126
902,11.0,15.0,13.0,11.0,69.0,80.0,69.0,98.0,0.21485551302460834,0.595566805606618,0.21848240323529394
903,3.0,12.0,33.0,36.0,64.0,97.0,98.0,88.0,0.2117355766717682,0.38736786911764737,0.2492859959926471
904,26.0,18.0,22.0,12.0,97.0,68.0,79.0,69.0,0.2149246353333414,0.509652846194853,0.29505824341911785
905,18.0,14.0,22.0,29.0,75.0,65.0,75.0,87.0,0.2146597877148862,0.4854246096507349,0.19933441112132363
906,11.0,18.0,12.0,24.0,100.0,79.0,97.0,94.0,0.21468830277491338,0.5867069258639704,0.13224421161764702
907,23.0,1.0,35.0,13.0,87.0,93.0,97.0,63.0,0.21491265479587665,0.5392850321323523,0.263451916415441
908,28.0,25.0,31.0,0.0,51.0,96.0,88.0,27.0,0.2149470122029449,0.6586428074080881,0.2352571662683824
909,13.0,9.0,21.0,21.0,71.0,71.0,87.0,97.0,0.2148037365109966,0.5301759523529413,0.21211434806985305
910,10.0,5.0,24.0,15.0,68.0,25.0,99.0,86.0,0.21412746070928385,0.19959439251838218,0.4535506755147057
911,9.0,2.0,23.0,14.0,98.0,93.0,57.0,60.0,0.21490846913981543,0.6165512343566175,0.1765512368382352
912,14.0,18.0,32.0,33.0,38.0,60.0,64.0,66.0,0.2148106578307883,0.4148757634007359,0.24235713126838246
913,10.0,10.0,9.0,26.0,78.0,43.0,53.0,95.0,0.2148060435680358,0.327350549779412,0.3615980640257353
914,10.0,0.0,62.0,14.0,36.0,73.0,99.0,42.0,0.21457184200538845,0.37522456244485336,0.420868659742647
915,26.0,21.0,22.0,9.0,90.0,69.0,89.0,64.0,0.21479868999648938,0.5166679620588238,0.30823437613970595
